id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1413692779817930753,1413692779817930753,2021-07-10 02:53:18 UTC,2021-07-10,02:53:18,+0000,205950165,sakonoko,FAV | sako,,今回も濃いなw エントリーまだの人よろしくお願いしますー,ja,[],[],[],0,5,26,[],[],https://twitter.com/sakonoko/status/1413692779817930753,False,https://twitter.com/akikiwww/status/1413691895767724032,0,,,,,,,,[],,,,
1413490572254343176,1413490572254343176,2021-07-09 13:29:48 UTC,2021-07-09,13:29:48,+0000,205950165,sakonoko,FAV | sako,,初心者からガチ勢まで誰でも大歓迎(*´∀`)♪ エントリー待ってます,ja,[],[],[],0,15,27,[],[],https://twitter.com/sakonoko/status/1413490572254343176,False,https://twitter.com/fav_gaming/status/1412295330847092737,0,,,,,,,,[],,,,
1413025911629254659,1413025911629254659,2021-07-08 06:43:24 UTC,2021-07-08,06:43:24,+0000,205950165,sakonoko,FAV | sako,,りんかが学校で育てたアサガオ持って帰って来たけど、これやば！！！！ 育ち過ぎやろ⁽⁽٩(๑˃̶͈̀ ᗨ ˂̶͈́)۶⁾⁾  #sako家のアサガオ  https://t.co/OStO9TFlVR,ja,[],[],['https://pbs.twimg.com/media/E5wTkz3UUAIANAB.jpg'],3,18,300,['sako家のアサガオ'],[],https://twitter.com/sakonoko/status/1413025911629254659,False,,1,https://pbs.twimg.com/media/E5wTkz3UUAIANAB.jpg,,,,,,,[],,,,
1412301697662156800,1412301697662156800,2021-07-06 06:45:38 UTC,2021-07-06,06:45:38,+0000,205950165,sakonoko,FAV | sako,,初心者さんからガチ勢まで誰でも大歓迎！ エントリー待ってるでー(о´∀`о),ja,[],[],[],0,19,54,[],[],https://twitter.com/sakonoko/status/1412301697662156800,False,https://twitter.com/fav_gaming/status/1412295330847092737,0,,,,,,,,[],,,,
1412177459831660549,1412177459831660549,2021-07-05 22:31:58 UTC,2021-07-05,22:31:58,+0000,205950165,sakonoko,FAV | sako,,おはようございます！ 少し小さめやけど二輪咲いとりますなぁ⁽⁽٩(๑˃̶͈̀ ᗨ ˂̶͈́)۶⁾⁾ つーか昨日の夜はまだツボミやったから、明け方に咲くみたいやね？  #sako家のアサガオ  https://t.co/klSUMbClNA,ja,[],[],['https://pbs.twimg.com/media/E5kP6dmVEAQqptK.jpg'],5,8,195,['sako家のアサガオ'],[],https://twitter.com/sakonoko/status/1412177459831660549,False,,1,https://pbs.twimg.com/media/E5kP6dmVEAQqptK.jpg,,,,,,,[],,,,
1412096323113811971,1412096323113811971,2021-07-05 17:09:33 UTC,2021-07-05,17:09:33,+0000,205950165,sakonoko,FAV | sako,,はいこんばんは！ この時間のアサガオ珍しいので撮ってみた まだ咲いてないけど朝には花開いてるかも？ #sako家のアサガオ  https://t.co/JH4C5YHzNR,ja,[],[],['https://pbs.twimg.com/media/E5jGHnjVoAA-cRW.jpg'],2,6,183,['sako家のアサガオ'],[],https://twitter.com/sakonoko/status/1412096323113811971,False,,1,https://pbs.twimg.com/media/E5jGHnjVoAA-cRW.jpg,,,,,,,[],,,,
1411948590717538307,1411948590717538307,2021-07-05 07:22:31 UTC,2021-07-05,07:22:31,+0000,205950165,sakonoko,FAV | sako,,sakoの女神転生3配信( •̀ᴗ•́ )و ̑̑ そろそろ後半？   https://t.co/OJr5hT7THg,ja,[],['http://twitch.tv/sakonoko_game'],[],0,10,22,[],[],https://twitter.com/sakonoko/status/1411948590717538307,False,,0,,,,,,,,[],,,,
1411834444726427652,1411834444726427652,2021-07-04 23:48:56 UTC,2021-07-04,23:48:56,+0000,205950165,sakonoko,FAV | sako,,気がついたら最後まで見てしまってしまうま,ja,[],[],[],3,19,141,[],[],https://twitter.com/sakonoko/status/1411834444726427652,False,https://twitter.com/bmay/status/1411436979569541120,0,,,,,,,,[],,,,
1411675547046875138,1411675547046875138,2021-07-04 13:17:32 UTC,2021-07-04,13:17:32,+0000,205950165,sakonoko,FAV | sako,,夜のストV爺育成配信(ง •̀_•́)ง‼   https://t.co/OJr5hT7THg,ja,[],['http://twitch.tv/sakonoko_game'],[],0,8,32,[],[],https://twitter.com/sakonoko/status/1411675547046875138,False,,0,,,,,,,,[],,,,
1411305060659724295,1411305060659724295,2021-07-03 12:45:21 UTC,2021-07-03,12:45:21,+0000,205950165,sakonoko,FAV | sako,,YouTube更新！ これは言うたらアカンやつ(。-∀-),ja,[],[],[],0,15,87,[],[],https://twitter.com/sakonoko/status/1411305060659724295,False,https://twitter.com/akikiwww/status/1411304540117164035,0,,,,,,,,[],,,,
1411183647390982146,1411183647390982146,2021-07-03 04:42:54 UTC,2021-07-03,04:42:54,+0000,205950165,sakonoko,FAV | sako,,ちょくらストV爺配信   https://t.co/OJr5hT7THg,ja,[],['http://twitch.tv/sakonoko_game'],[],0,7,28,[],[],https://twitter.com/sakonoko/status/1411183647390982146,False,,0,,,,,,,,[],,,,
1411120167728214020,1411120167728214020,2021-07-03 00:30:39 UTC,2021-07-03,00:30:39,+0000,205950165,sakonoko,FAV | sako,,おはようございます！ いつも何時頃に咲いてるんやろ？ 定点カメラ仕掛けたくなる(๑́•∀︎•๑̀)ฅﾃﾍ-  #sako家のアサガオ  https://t.co/h1xuSYcie9,ja,[],[],['https://pbs.twimg.com/media/E5VOT6LUcAUzZNo.jpg'],4,13,197,['sako家のアサガオ'],[],https://twitter.com/sakonoko/status/1411120167728214020,False,,1,https://pbs.twimg.com/media/E5VOT6LUcAUzZNo.jpg,,,,,,,[],,,,
1410937662551121920,1410937662551121920,2021-07-02 12:25:27 UTC,2021-07-02,12:25:27,+0000,205950165,sakonoko,FAV | sako,,YouTube更新！,zh,[],[],[],1,13,71,[],[],https://twitter.com/sakonoko/status/1410937662551121920,False,https://twitter.com/akikiwww/status/1410937479092264963,0,,,,,,,,[],,,,
1410830200695263240,1410830200695263240,2021-07-02 05:18:26 UTC,2021-07-02,05:18:26,+0000,205950165,sakonoko,FAV | sako,,久しぶりの弐寺配信(੭•̀ᴗ•̀)੭   https://t.co/OJr5hT7THg,ja,[],['http://twitch.tv/sakonoko_game'],[],0,13,34,[],[],https://twitter.com/sakonoko/status/1410830200695263240,False,,0,,,,,,,,[],,,,
1410754295566196739,1410722420214812675,2021-07-02 00:16:49 UTC,2021-07-02,00:16:49,+0000,205950165,sakonoko,FAV | sako,,#sako家のアサガオ,und,[],[],[],0,0,16,['sako家のアサガオ'],[],https://twitter.com/sakonoko/status/1410754295566196739,False,,0,,,,,,,,[],,,,
1410722420214812675,1410722420214812675,2021-07-01 22:10:09 UTC,2021-07-01,22:10:09,+0000,205950165,sakonoko,FAV | sako,,おはようございます！ ３つも咲いてる∑︎(°口°๑)❢︎❢︎  https://t.co/kZFWb5DwUO,ja,[],[],['https://pbs.twimg.com/media/E5Pkj9DVkAkLjOg.jpg'],7,15,310,[],[],https://twitter.com/sakonoko/status/1410722420214812675,False,,1,https://pbs.twimg.com/media/E5Pkj9DVkAkLjOg.jpg,,,,,,,[],,,,
1410587648897425411,1410587648897425411,2021-07-01 13:14:37 UTC,2021-07-01,13:14:37,+0000,205950165,sakonoko,FAV | sako,,オンライン大会出たい人はチェックやでー,ja,[],[],[],0,16,40,[],[],https://twitter.com/sakonoko/status/1410587648897425411,False,https://twitter.com/akikiwww/status/1410578979853983748,0,,,,,,,,[],,,,
1410471133497884676,1410471133497884676,2021-07-01 05:31:38 UTC,2021-07-01,05:31:38,+0000,205950165,sakonoko,FAV | sako,,次はふ〜どかぷげらくん どっちきても嫌やなw,ja,[],[],[],2,12,104,[],[],https://twitter.com/sakonoko/status/1410471133497884676,False,https://twitter.com/akikiwww/status/1410468780052860934,0,,,,,,,,[],,,,
1410452305925738496,1410452305925738496,2021-07-01 04:16:49 UTC,2021-07-01,04:16:49,+0000,205950165,sakonoko,FAV | sako,,手汗すげーw 苦手なラシードかつ絶好調のガチくんに勝てたのは嬉しいᕦ(ò_óˇ)ᕤ,ja,[],[],[],4,31,260,[],[],https://twitter.com/sakonoko/status/1410452305925738496,False,https://twitter.com/akikiwww/status/1410451790357622790,0,,,,,,,,[],,,,
